Nanopore,Region_MA-MM-CR,Length_3way,Diff_MA-MA,Diff_CR-CR,Diff_MM-MM,Region_MA-MM,Length_MA-MM,Diff_MA-MA,Diff_MM-MM,Region_MA-CR,Length_MA-CR,Diff_MA-MA,Diff_CR_CR,Region_MM-CR,Length_MM-CR,Diff_MM-MM,Diff_CR-CR
a1c50847-c775-4616-801b-7307264a762c,,,,,,,,,,,,,,745,11006,0,190
f5288a40-94b8-47ba-b526-bab7824a7be8,,,,,,,,,,,,,,1143,8625,25,190
5fb22f85-59e8-4ee9-b8d4-20aef7340533,209,20956,213,219,80,395,19141,190,62,265,18980,182,186,449,18968,62,190
185877e5-220c-409f-8e31-c60ec7d2704f,,,,,,,,,,,,,,113,10514,87,190
4fb8530a-709f-410a-9fa0-8d87dbad32a6,170,12525,224,211,138,312,10711,206,122,217,12088,207,195,366,10593,119,190
771fb02f-3bea-4ba8-a20c-1ceed854e064,,,,,,,,,,,,,,562,8076,51,191
5509f275-66a6-41be-a3c2-0efa4ea2c4cc,186,15087,229,220,66,348,18673,241,66,236,13090,197,187,388,13152,58,191
e37515cf-349f-44c2-927d-733a5f6829af,,,,,,,,,,,,,,1050,12818,93,192
5af70d5f-1697-41bd-8adc-40247be4c9c5,197,9844,198,203,123,371,7955,172,97,250,7897,178,179,425,7981,106,192
a0b98db1-2c42-47b0-9820-c0365ded8ef1,,,,,,,,,,,,,,743,10055,108,192
9098ebd9-332f-4e28-8d7c-6dab060809df,,,,,,,,,,,,,,663,15787,156,192
c69a2d40-e022-4f6a-8dfa-561ea4ea3613,400,11622,226,240,95,760,9694,193,72,522,9643,191,193,908,9650,71,194
76578de1-37b1-4dd1-9dd4-c846b0a7980a,,,,,,,,,,,,,,555,10732,115,194
5f82d25a-c4d6-43eb-a489-2991abbc5317,,,,,,,,,,,,,,448,11735,70,195
140cc998-4a6e-4c6a-b2ab-3cb2860e6f43,,,,,,,,,,,,,,92,12811,92,195
a9f6d865-fba8-46ed-961f-08b8e04d0f9f,,,,,,,,,,,,,,785,11117,102,195
1caed569-f2ec-4c9d-a907-f2231ed08681,66,12728,242,244,88,116,10806,188,81,87,10744,195,196,137,10769,79,196
a0612229-1c05-4869-87e2-a6f82b30b441,,,,,,,,,,,,,,742,9985,80,196
8328db2b-c1fb-496c-8ed6-63498aab6fcc,273,12242,201,214,80,531,10316,201,81,359,10300,163,182,609,10331,80,196
d69b635e-afcd-4423-9ee8-66002367d73f,,,,,,,,,,,,,,982,10775,112,196
bd8335a3-93d5-4fab-8a04-9baa10d83237,379,11889,313,275,210,729,10022,228,132,495,9941,214,188,868,9987,147,196
a8f2435b-d2da-4220-8dfc-8983a8649d4d,,,,,,,,,,,,,,781,11539,83,197
220cc73c-e40d-4021-bfd8-1da68a3907b8,,,,,,,,,,,,,,165,13463,94,197
8cbb4cd9-37ea-462c-9d63-7f7c15de7227,,,,,,,,,,,,,,647,10387,72,198
8c0d4229-b8a0-4440-a089-ad5b677df894,,,,,,,,,,,,,,642,7163,73,198
9edd8fb5-f4ef-48b1-b06a-1de273ec8060,319,14205,149,175,87,620,12222,131,75,418,12226,130,158,736,16854,90,198
18ce1d50-d4b0-430a-8505-d0ecb554e6f8,,,,,,,,,,,,,,115,10245,87,199
f29fe723-78a5-45a6-b60b-6c3e0779ee09,502,12465,208,211,105,942,10513,207,113,649,10507,199,207,1126,10509,104,199
a9bdccf2-3833-4211-8916-b450ec5fb0be,,,,,,,,,,,,,,783,13113,111,199
7d61395f-0c8c-4b46-ac16-b0d1607ad936,262,10784,162,149,63,511,8901,140,56,342,8821,135,137,584,12998,80,200
a5d35866-2dd4-47a3-9dea-b24ecfbbedc8,335,11776,220,227,109,645,9883,184,95,438,9906,178,178,769,10377,97,200
aae476f8-6580-4b68-aacd-22b4b3b09d57,,,,,,,,,,,,,,788,15224,104,200
74a55a13-34cf-4c1a-ba25-0770cdda4bc5,245,12089,257,235,133,466,10120,224,129,319,10153,225,197,543,10139,118,200
6954bcb9-0df3-4037-92bc-ac1606dfb553,228,13188,241,244,101,434,11227,193,74,291,11209,196,200,496,11223,74,201
38a5da42-4a81-4efd-be09-f86f5e2cbfaf,122,11133,220,219,93,220,9782,201,79,157,9714,204,202,258,9852,79,201
901cc28a-397a-473b-aecd-d7c2a41e1ab2,,,,,,,,,,,,,,661,9874,132,201
b7875dd7-243f-4dfe-ac21-14d93325ef04,,,,,,,,,,,,,,844,8972,133,201
8c83f6ef-176d-4cfa-bfee-dc7f7316dda6,,,,,,,,,,,,,,645,11075,72,202
3137b34b-293c-46b1-9ec8-d68bac70fa54,,,,,,,,,,,,,,229,8765,91,202
24d4ef6c-4230-4777-8555-08feb5f8a0a0,,,,,,,,,,,,,,179,13760,101,202
c045a908-0fc2-4e5e-9b9f-f694e6578175,,,,,,,,,,,,,,878,10878,2,203
938dd657-7b4a-496d-ac65-b13214d3b6b9,,,,,,,,,,,,,,675,10763,70,203
e296e9f9-e461-4df7-adb3-348c12337ff7,465,15674,211,221,83,868,14410,199,79,603,14643,206,217,1046,13687,76,203
016b8ba7-08de-4069-a135-e42ed735a53c,7,12326,232,214,88,9,14146,285,110,7,10885,213,198,7,11022,83,203
4325c657-2d05-49aa-adc8-f06ff97d50e2,143,11798,204,229,100,258,9908,177,93,180,9821,176,199,306,9824,87,203
eff98fd6-474d-4451-a4ca-b92ca4ec34dc,,,,,,,,,,,,,,1112,9572,100,203
1801d298-772e-422b-8cc8-0244e22a60eb,,,,,,,,,,,,,,110,9137,113,203
871d2861-e930-4fc4-af42-88747fc88d85,,,,,,,,,,,,,,627,10662,55,204
0db2a4b0-a269-42e9-be8a-365097018822,,,,,,,,,,,,,,58,12482,136,204
35c1551e-acd4-4e57-9700-011c534400e6,116,9233,200,212,85,208,7260,119,61,150,7261,117,139,246,10174,84,205
19e32b75-b53f-4993-bc36-55868215d735,57,13285,206,221,88,100,11351,204,88,77,11311,199,208,126,11292,88,205
e8ca1a56-3400-46b0-beba-8669210dce74,,,,,,,,,,,,,,1078,10276,97,205
d5522128-fc8d-4bfd-85b1-c8cb79acd9a4,432,11131,96,112,33,812,9140,82,28,559,9132,85,87,979,13930,99,205
854a98b6-4f0f-4697-9369-3ec57246ca44,,,,,,,,,,,,,,619,7822,110,205
b5dbed5c-8722-4814-9740-8cefa824abb0,,,,,,,,,,,,,,835,11057,10,206
5dc05681-9f3e-4245-a58e-ffd9e8ae2e47,204,10906,232,247,128,384,8960,186,85,258,9345,194,212,439,8966,80,206
92e9a2e3-5aac-4412-9ddc-95614d5c3558,,,,,,,,,,,,,,671,12466,44,207
f3257041-c407-4d91-80e8-12a8c79acb93,503,13598,161,254,96,944,11693,145,85,650,11659,143,206,1129,11636,83,207
3c6f81bb-0152-4c1e-8c72-22d80d7b2bdb,,,,,,,,,,,,,,272,10338,105,207
2d5dcee3-5e92-4292-8d71-62a50f869057,,,,,,,,,,,,,,213,9557,133,207
ecea95eb-86fb-44be-84b3-ab29344f820a,486,14553,363,265,186,910,12951,302,136,629,12626,305,195,1095,13445,135,207
a25cacfe-10f6-4301-9144-2f3db8a0ff31,,,,,,,,,,,,,,754,10027,0,208
c3547fbf-9d5c-4134-b502-6994f52d9596,,,,,,,,,,,,,,894,9450,80,208
d9691b86-c681-4095-85ce-978a4fa00ccb,437,16654,119,243,111,824,14664,106,88,569,14689,106,208,995,14665,87,208
be3ef56e-cd40-48bf-8f40-80bd7d49f963,382,13353,236,233,119,733,11588,207,110,498,11358,199,204,872,11436,105,208
6bf79764-6be3-460c-abfd-eafd1a61f38b,,,,,,,,,,,,,,505,8434,145,209
3e628c5b-ea34-4a2a-aba1-528173558f13,,,,,,,,,,,,,,282,9731,178,209
379ddda6-036d-4e23-aadb-61b5c0872870,119,12521,201,201,109,213,10560,184,95,154,10512,179,185,251,12098,98,210
b8bd8068-afe8-45e5-88e5-4131840380db,,,,,,,,,,,,,,850,7914,123,210
d9614bbe-8ec8-49db-9711-068b4984fb8e,436,10400,217,228,100,823,9541,219,83,568,8672,201,208,994,9282,85,211
f9cf2e39-648b-4803-8fc9-0d9b93c61b42,517,11185,240,248,132,966,13345,306,136,670,9221,207,209,1164,9216,106,212
71c91520-e09f-49d7-bbfd-ac8c46760719,240,12500,222,248,148,,,,,,,,,530,10564,142,212
feaa14ba-a50c-4fab-91d8-727c2bdf895e,527,9752,236,234,129,,,,,682,7875,221,227,1189,7798,118,213
db171863-0d17-4310-a87c-3a41a8425621,441,8680,35,246,63,830,6842,22,49,574,6732,22,209,1004,8644,51,214
bdc4df42-bfff-4eae-9284-44e24f342d5c,380,15239,221,230,78,730,13462,210,68,496,13291,195,210,870,13285,67,214
ac084939-e47a-49e8-a1a5-02b4894c94e8,,,,,,,,,,,,,,795,9895,69,215
19e12ad4-9df3-4f4d-a5fa-2f34cfacc6b0,,,,,,,,,,,,,,125,8100,93,215
df5fda19-33ad-4e6d-960a-7fd7082803be,456,10232,226,230,134,853,11097,230,128,591,8243,179,194,1026,8916,119,215
1e553063-9f12-4a6b-b834-8cf8859531ff,,,,,,,,,,,,,,146,6794,123,215
ce806c4f-05a7-4375-ab7d-3c485abfb122,418,13107,225,220,145,789,14579,225,149,544,11206,216,212,945,11780,141,215
6d2ef185-a53d-4450-9e37-0f23e341bf96,233,13283,230,247,97,447,11306,184,78,300,11284,190,210,510,11314,82,216
b1bcc5a6-c683-4454-ba65-c5c5467b64b7,,,,,,,,,,,,,,814,13356,106,216
7eaba69d-62cb-495e-adf1-0982a95595d0,265,8721,246,131,143,,,,,347,6759,185,110,589,11288,139,216
a8d8baad-7026-43a3-820c-3787d6ad0c95,,,,,,,,,,,,,,779,14157,84,217
e15be4bd-bcdc-4f81-ba8c-9a8583500ccb,,,,,,,,,,,,,,1036,18254,98,217
cfc023eb-412d-413b-9cca-3306af3c7c2b,,,,,,,,,,,,,,954,11406,96,218
c049800b-bcd4-4f6b-9cc8-32a336bf41de,384,11135,227,243,141,737,14321,278,164,501,9139,199,215,879,9160,128,218
2fe2cfe1-1af3-4ec6-8236-e4149cb205e5,,,,,,,,,,,,,,223,13936,143,218
ea3421a1-b9a3-4d14-8097-aefc5f30ab7b,,,,,,,,,,,,,,1086,8424,112,219
0cf145a2-decc-47fd-b623-4b38026bf41c,28,12851,252,256,100,54,15338,256,112,38,10870,197,225,55,10956,85,220
c4906cfe-d8b7-44e6-8fa1-57dbdbb0aefc,,,,,,,,,,,,,,901,10172,117,220
2e6bd829-f3ad-4463-8c03-ba6781a8b138,104,15517,236,254,79,175,13553,215,72,135,13554,214,222,218,13534,72,221
0ebba832-cfb0-43ce-9db5-9dcff4b607b3,,,,,,,,,,,,,,62,8232,91,221
e2133c6c-c5f0-40a7-99ab-9308bf8a4d94,461,11337,236,257,103,862,10005,225,102,599,10103,224,233,1040,9781,102,221
efa2327c-e730-46fe-bcef-73ac85830d2b,494,11484,169,263,141,925,9719,137,122,639,9576,136,219,1111,10496,115,221
a215d77c-3f86-4d81-aaa1-920384407cac,,,,,,,,,,,,,,750,15145,197,221
d5119c1e-b361-4f9d-a182-4fd3e1db447f,,,,,,,,,,,,,,978,11812,90,223
cf3a1157-d39c-460c-8f17-6c7773a86ea0,,,,,,,,,,,,,,952,10987,112,223
c0869e5c-c10a-44df-94b5-cc0e95601f6a,,,,,,,,,,,,,,880,15372,57,224
e016f240-76c3-46c3-b269-7806799731be,,,,,,,,,,,,,,1030,9022,85,224
d716d91a-0138-4e18-84de-a6ab32b8a0ba,,,,,,,,,,,,,,986,9892,173,224
1d61d4d8-3325-432e-b96f-81f714ae19be,68,18791,258,274,39,119,16860,204,34,89,16891,224,235,142,16855,36,225
1139b09d-3143-456d-bb9d-2dcbdaea6ddc,,,,,,,,,,,,,,73,14122,93,225
9c8627ac-ac71-495e-8d08-111bc2fc529d,,,,,,,,,,,,,,721,11556,152,225
56573ee5-07e4-48cc-8030-3554b746192e,,,,,,,,,,,,,,400,12857,116,227
c55382b4-df95-44aa-9f95-ef051f4a4fa0,395,15585,256,264,143,754,14430,216,126,516,15787,277,298,903,14433,128,227
0f584995-5fa7-4d70-a8f7-e977a5db577a,,,,,,,,,,,,,,64,19408,228,227
fcf85dcd-a25d-4230-86da-894b6a849498,,,,,,,,,,,,,,1180,11669,80,228
ce54ec8e-ac30-4d23-9bd8-cc34a103e012,,,,,,,,,,,,,,943,10064,81,228
7f9fb9aa-c03d-4301-8403-42817bcf50dd,,,,,,,,,,,,,,590,9830,89,228
5448d10f-4a68-4a8a-ac88-98c6400da262,181,16863,261,272,129,340,14885,222,98,231,14909,224,228,381,14892,91,228
649742b2-53d9-45f0-8868-bdf6a843c6d1,,,,,,,,,,,,,,471,13367,111,228
35fb938d-5a01-41e6-8533-0c814939cfb0,,,,,,,,,,,,,,247,10039,113,228
3fd4bb48-636d-4a08-8736-b8a292e73dd8,,,,,,,,,,,,,,288,12309,129,228
afbb7766-6dac-46c9-bf4c-942d5e3352b4,,,,,,,,,,,,,,807,18404,151,228
47c6c330-7463-4cb2-bbd2-83cd0fbbaead,,,,,,,,,,,,,,329,8201,62,229
4475b002-c6b9-4adf-89ca-b36014edd133,147,15270,228,251,68,263,15475,206,76,187,13290,204,229,311,13295,66,229
5c24a9e3-2fa3-4321-bde5-a710d8afa7c2,,,,,,,,,,,,,,431,13966,83,229
46f47a8c-2192-4882-b89d-892bb527607f,,,,,,,,,,,,,,322,9216,87,229
8c3b4e5d-a8d1-42bd-af39-ceb9018766d9,282,15093,275,275,108,553,13187,219,97,373,13114,210,218,643,13299,91,229
12a27d1f-fbbc-4356-8d1b-cfbb45f28722,42,17104,136,239,106,78,15267,132,89,58,15341,131,220,85,15272,94,229
54949cd9-8400-4c23-b151-52e62c25e189,,,,,,,,,,,,,,383,15898,138,229
e8fb05cd-c5d1-4f52-b9d5-878024f8a1bb,,,,,,,,,,,,,,1080,8171,58,230
111c19f2-c218-40ec-956c-28ef30ec4e12,,,,,,,,,,,,,,71,9708,109,230
d7d3e422-2440-4a50-b488-57d66ccd994a,,,,,,,,,,,,,,990,10415,76,231
f6c98bd3-c5de-467d-bbb8-d5443a012b1b,,,,,,,,,,,,,,1149,10051,77,231
e01165e7-8b6c-4b82-8a8b-f3b1bc587b38,,,,,,,,,,,,,,1029,10230,127,231
b304714f-8b6d-48d5-9a9c-088c06e262d8,,,,,,,,,,,,,,822,11686,131,231
20cfbd56-1165-433e-b571-67d434b65064,,,,,,,,,,,,,,158,10788,75,232
b6a65517-d1be-4904-9466-cd2ba0f73519,366,16893,277,250,122,705,14941,266,115,478,14909,260,234,837,14894,115,232
8ab647e9-1299-4328-8c44-6d1bf47002c3,279,12895,279,264,150,549,12061,260,134,368,11738,254,238,634,11537,128,232
91a84f46-2345-4fdc-9fa6-6d96dbca1e62,,,,,,,,,,,,,,669,12488,120,233
22d93779-edb3-4f20-88ae-21e22cf0fd1c,82,11012,282,265,151,140,9756,245,99,104,9713,231,224,172,9661,96,234
6a40b1fb-3023-40e4-a756-e408618476f2,,,,,,,,,,,,,,501,9410,141,234
e5023293-0589-44d8-8b5d-2adbc74a8a48,476,12824,285,239,156,885,10912,290,166,615,10917,268,222,1063,10966,196,234
f43918d8-43f3-4697-9ad1-3367b1b2aa31,505,16410,266,283,129,947,15525,228,101,652,16865,296,311,1135,14432,94,235
c5606033-8a57-4407-8484-f03fed590dcf,396,16656,293,276,105,755,14690,252,100,517,14674,255,241,904,14668,100,235
b7158799-f5b5-4835-8562-2b7690fad8a2,,,,,,,,,,,,,,842,11716,104,235
34e8866c-8a38-4bc1-b3bb-981f1d46bf15,,,,,,,,,,,,,,239,11982,122,235
d37fcc11-6b9f-406f-a67b-affbd580882b,429,13366,282,276,0,807,14065,302,0,556,12110,242,234,972,11500,1,236
5c208d8d-1097-4374-83a9-afe12a9156bd,,,,,,,,,,,,,,430,13088,190,236
f500e3ec-ccad-4a7d-9a2c-2020e7b182ad,,,,,,,,,,,,,,1140,11680,0,237
df1cf43e-5e2e-4c3e-8267-d5fbd53f94bc,,,,,,,,,,,,,,1024,10130,88,237
f09999f1-7675-48ab-a77a-bb5c8b3a2110,,,,,,,,,,,,,,1116,9828,106,237
59133804-e685-4bd6-b4bf-29ad6931c149,,,,,,,,,,,,,,414,8864,110,237
c9cb46b9-3286-4f0e-9a9c-ea12a50841e6,,,,,,,,,,,,,,926,8102,1,238
766dc09f-47b8-4083-8d31-e636b2fb5a38,251,13127,297,262,85,478,15303,337,108,325,11509,268,253,557,11211,75,238
94db0b7c-ef9b-45f7-9292-aa18a7ba9dee,297,13382,293,292,142,581,11608,246,104,392,14823,340,358,681,11609,100,238
643890fd-49ee-4fb6-9436-5e565c1a15a8,217,11135,259,273,138,411,9175,239,115,276,9177,222,226,468,9170,126,238
8da65c05-2766-466e-b493-3ac1aade32d7,,,,,,,,,,,,,,651,9782,136,239
ed6e60d8-db77-4185-8118-f58b304466ef,,,,,,,,,,,,,,1103,9910,138,239
2d02c543-f19c-4c61-996e-47ca269179ce,,,,,,,,,,,,,,209,10773,163,239
0fb56c05-bfe6-41bc-b534-62b8f5a4181a,,,,,,,,,,,,,,66,12344,177,239
1969c53d-1b5a-4fc0-98f5-f936d1334942,,,,,,,,,,,,,,120,10222,155,240
d7e93ff8-ddc0-4e1c-ab4e-166925125392,,,,,,,,,,,,,,992,13579,0,241
66482dc3-fe96-495f-9a7e-783c02450b86,223,12325,266,288,148,422,10537,219,110,,,,,482,10362,105,241
033df99f-9aa4-4f88-8d9f-775d3cc23176,10,12313,210,201,83,13,10344,176,80,10,10345,170,187,11,12860,117,241
14fd5407-2c39-46a5-9dd4-df44c7ea64a4,47,15440,298,266,154,85,13520,263,146,65,13508,271,238,100,13467,132,241
c4a19bce-50eb-4b2d-9aba-0b9702e7c5f0,394,11952,206,228,109,,,,,514,9989,193,223,902,10081,79,242
7155528f-f847-437f-87e8-26f8e783cddc,,,,,,,,,,,,,,529,8857,115,242
18a57d03-6e97-44aa-83fd-aecd1836fff5,,,,,,,,,,,,,,114,13380,134,242
4118a23f-7907-4a17-89dd-bbe2f6b3cc60,139,12019,254,263,216,,,,,176,10085,224,233,297,10318,194,242
796a076d-c9cd-4eec-8ebf-74acbc581f7a,,,,,,,,,,,,,,572,10781,168,243
ecb8ff4c-1f89-4027-9149-d09dbec3c842,485,10128,198,184,106,909,8301,207,103,628,8185,196,181,1094,11731,126,244
e3e68063-645a-4ae0-b37b-a13b2d612bb8,472,13996,247,262,149,879,12087,230,142,611,12092,226,238,1057,12029,144,244
66f17446-0739-45a5-9910-0185180199c8,,,,,,,,,,,,,,485,10649,159,244
9e77c578-5caa-4dfa-84d3-b849114a145e,318,13424,236,271,128,618,18249,382,197,416,12046,207,245,735,12016,112,245
d9c4e277-78d1-4c3a-916c-0d4fbe9d5d33,,,,,,,,,,,,,,997,11806,130,245
7626ea62-8dde-4c30-bb92-0918b0014949,,,,,,,,,,,,,,552,9455,143,245
f7077e69-d130-4dce-8dfc-45c359e37fd8,,,,,,,,,,,,,,1151,11064,103,247
4422a9a3-f654-4ce7-8ba4-4323225470ee,,,,,,,,,,,,,,309,12657,85,248
613bc8e3-ff08-4d5f-a662-b1b87f737293,212,11850,180,254,132,401,9826,147,78,269,9919,155,209,456,9879,113,248
2e27e9ff-9fb7-4e00-b09d-7cf1b4585eaa,,,,,,,,,,,,,,215,11372,166,250
af37b34b-4ac4-46e0-93fb-2437abe441c5,,,,,,,,,,,,,,804,7456,0,251
baf0bdbf-1b65-454a-aff5-909bf95f083b,,,,,,,,,,,,,,858,11514,2,251
e218fb0c-b024-452e-a09f-4150f25d850c,462,12233,281,322,148,863,10287,215,128,,,,,1041,10460,135,251
f831da70-815d-429d-9478-08dec24297fb,,,,,,,,,,,,,,1156,11945,139,251
c7682ffc-4db9-45bb-9b6d-9c75a996a354,402,16736,19,279,206,764,14798,6,197,524,14769,5,255,915,14748,198,252
605249fd-79fb-43b4-b7a1-626c7d2a43cd,211,12335,233,294,113,399,10386,213,88,267,10368,209,240,453,10372,88,253
5b317b07-6b72-4824-81a4-1e91af3d40f3,,,,,,,,,,,,,,427,12276,108,253
5c05e0cd-b817-4199-b8aa-915a25a07357,199,15149,319,310,161,,,,,253,13452,274,278,429,13202,133,253
75ef4fcf-45cb-4485-ae0d-b81d7ea8d584,,,,,,,,,,,,,,551,12174,184,253
338b757b-afa5-444f-8c8f-86453b959bac,,,,,,,,,,,,,,234,10953,93,254
7a1495ac-6d8e-4c9d-bbab-0ddcbb095e4d,258,16555,317,324,139,494,14562,254,101,335,14580,255,255,574,14586,101,254
0dd13b81-dc16-4172-80c7-f76839abe17e,,,,,,,,,,,,,,60,11751,136,254
552acf54-80e8-4227-b557-0d6c95336f72,,,,,,,,,,,,,,390,10128,141,254
4f14bc62-9ba8-499d-acc0-781df2c2d9ff,167,13120,297,300,106,308,11137,256,100,214,11124,246,245,360,11198,100,255
6770deb3-f1e9-47bf-8d9d-a6a347d15abe,,,,,,,,,,,,,,489,10412,130,255
50e485bf-6b3d-4a68-8bf4-c7fb55f5fa0e,,,,,,,,,,,,,,368,13707,134,255
4b49b9ec-fb2b-473c-b900-aff06dcd14dc,,,,,,,,,,,,,,343,16022,115,256
f296d87e-6454-4866-9b65-9887d2ceb411,,,,,,,,,,,,,,1125,10221,130,256
f35003e2-406a-4051-911b-fd7d49955ca0,,,,,,,,,,,,,,1131,15676,214,256
4020ee5c-041a-4b4a-8b8b-5ae80ecd7677,138,13470,297,292,96,250,11571,269,83,175,11567,265,252,293,11506,82,257
f6d23680-cde2-4691-88ff-ecf11d50d4e3,,,,,,,,,,,,,,1150,8578,124,257
84ea58be-e3c2-4b11-ac9d-845605780962,275,11688,290,286,165,534,9783,268,135,362,9775,250,234,615,9764,141,258
864a0434-d14c-4d95-b0d4-94c48ff1448c,,,,,,,,,,,,,,623,10995,164,258
99f1d7c0-36cb-4556-93ea-143366067095,,,,,,,,,,,,,,707,12070,125,260
996ee553-b9e6-4324-bd8f-3c38d0ff527f,,,,,,,,,,,,,,704,15102,180,260
88c09809-c45d-4d9b-a6b6-dda6c9b2b62e,,,,,,,,,,,,,,629,11164,62,261
ed6ddd73-92e0-4279-91c5-d1b2bf6135f6,491,10487,209,246,89,916,9289,188,94,634,8667,175,241,1102,11888,108,261
8c3f3837-d1e1-4af8-b16a-7968e2b79d6f,,,,,,,,,,,,,,644,12909,122,261
50e8f201-2dd1-4602-a565-f8c5cd491e20,172,14980,281,288,178,319,13060,259,167,219,13016,252,255,369,13014,166,261
ca3b4ccd-bf12-4418-b9a0-1dd9fb078f76,409,17532,282,288,116,774,19515,314,138,532,15607,246,262,927,16149,105,262
af68da2c-d851-4e71-bc07-af371ed63040,352,16727,278,288,136,678,21710,372,166,459,15661,255,263,806,14729,114,262
06dd8e6e-be6d-45fa-a795-d6328b6ac0c4,14,15888,259,283,142,28,16135,277,137,16,14760,240,264,24,14842,132,262
aab1ee22-e85a-4379-a3f3-8351c78659b7,342,12842,277,277,152,656,10967,270,149,447,10936,243,243,787,10960,145,262
3fd70c63-5960-4e71-8ca9-2cf4264af2ed,134,13429,328,314,122,245,11480,273,107,171,11486,269,261,289,11477,106,264
6da45196-59c6-44b8-b09e-55420e82577b,,,,,,,,,,,,,,512,10544,110,264
1f1b7847-bf8c-4c9e-8cd8-e67ef9b2622b,,,,,,,,,,,,,,150,9873,131,264
412d3fdf-fc96-4686-b34f-25531c487104,140,13142,302,301,127,253,11270,255,101,177,11218,249,245,298,11316,100,265
e149ba89-72b5-4e6b-8183-d4f1748916b8,459,11549,263,283,191,859,9606,241,160,596,9638,236,247,1035,9617,166,265
ee10dccb-3da0-425f-9356-68e8d25846fc,492,12510,275,290,208,918,10586,258,181,635,10563,249,250,1106,10607,194,265
d3045a94-55cd-460a-8c47-e98d84473aca,,,,,,,,,,,,,,970,10982,136,266
dd34f534-8c7a-462e-a03a-81a1f1ddd877,448,10630,215,259,95,839,10965,231,105,581,8643,193,227,1014,11636,96,267
60478024-9e7a-4074-8278-b62de3043e12,,,,,,,,,,,,,,452,12186,124,267
4f28a160-1120-4fb2-b407-12e762e44b5d,168,12458,297,305,230,309,10523,254,188,215,10688,260,267,361,10549,182,267
815cf760-28fd-449e-b7a5-d7999551836b,,,,,,,,,,,,,,601,10544,97,268
49e9d919-318b-423a-b023-8e6a5d668258,,,,,,,,,,,,,,338,10479,149,269
de7a87a3-e367-40a3-8cc2-2b3ffc1c4227,453,12819,316,342,159,849,10848,257,158,587,11229,260,275,1020,10836,159,269
28db0ae0-8cd9-49c2-8dac-6e7d22ed003f,,,,,,,,,,,,,,185,10093,129,270
4bd9bbb4-0beb-4da6-8ae2-d8c58a464a25,,,,,,,,,,,,,,345,11190,137,271
2ae4186b-52e4-40c9-95e5-09d5170fc166,,,,,,,,,,,,,,195,9895,151,271
8e811892-b506-40ec-b5e3-0f14cb5deeb5,,,,,,,,,,,,,,654,13332,178,271
6601b8bf-83bb-4c7d-a0b2-9eea6edbfa2d,,,,,,,,,,,,,,481,11111,10,272
b3b328d9-2b12-432a-b33f-99818006d2cb,,,,,,,,,,,,,,824,10830,134,272
47c4e3ba-df5b-48d1-b598-33837e8b7130,,,,,,,,,,,,,,328,10943,113,273
0dbb3951-4aaf-46a0-a7f4-601f520d7738,,,,,,,,,,,,,,59,14513,150,273
21950956-fefa-46f6-9973-8ec64f6e1a3e,,,,,,,,,,,,,,160,11505,174,273
d00b8910-f327-47ed-9195-183744a1ce11,422,14783,314,292,130,795,12903,303,121,548,12867,296,274,955,12890,120,274
3465bf66-1a91-448e-85c3-1038cd0a7172,111,11601,299,329,175,200,10043,270,160,145,9608,253,268,236,9834,159,274
04c9181f-96dd-4d9b-ab97-5ee170714b54,,,,,,,,,,,,,,18,10068,179,274
fcd9a81c-32cf-468b-a84e-5b6eecb1a55e,,,,,,,,,,,,,,1179,18420,59,275
14e34756-347c-49b9-a3e5-958a3f322a38,46,12341,213,204,83,84,10630,196,67,64,10659,197,189,99,15011,94,275
d4155548-8b61-4138-aea0-720a433e3257,,,,,,,,,,,,,,973,13520,111,275
0bec98fa-5783-476a-9f15-789c5b56f3e5,,,,,,,,,,,,,,49,14350,134,275
93eda378-4961-4c09-8904-09f908e38a57,,,,,,,,,,,,,,678,9152,158,275
28e607b2-fa66-46d8-8636-948f4887d4e8,88,13194,255,265,123,152,11863,243,118,114,11638,229,239,186,12570,126,276
0a7f63a1-84a8-4507-b609-2dee71990874,,,,,,,,,,,,,,41,11599,156,276
c6a6922d-9e60-439c-a764-b25d0623c544,,,,,,,,,,,,,,909,9928,164,276
9ad97f5d-6c34-4045-be55-e1c7fbe79c26,,,,,,,,,,,,,,713,12310,146,277
fabc451b-adbd-41a8-9696-7df54c02be06,519,13392,132,271,153,969,11436,115,145,672,11403,114,246,1167,12769,157,278
234ec8e0-0a6b-4c57-ad4d-6d8685531bc5,,,,,,,,,,,,,,174,10585,172,278
4c223678-1d97-4c32-82fb-e4e471e504c9,,,,,,,,,,,,,,346,8088,193,278
65669d3b-5d0d-4336-8bb9-1e9d39244fb3,,,,,,,,,,,,,,475,11040,0,279
55191c25-ee00-461a-a7d1-1cabcc034374,,,,,,,,,,,,,,389,10214,123,280
eb972c78-8dbd-4f04-b29e-a028ee53e0a7,,,,,,,,,,,,,,1089,12057,123,280
b4ce8dff-49f7-4001-99e7-70e39a7edecf,,,,,,,,,,,,,,832,11467,136,280
6d381702-56ac-4f04-90ef-c5ec14886156,,,,,,,,,,,,,,511,15456,139,280
72dd8677-1ea0-4efd-be15-483a3feb7c32,,,,,,,,,,,,,,532,12360,94,281
c2be3014-53c7-47e2-bd71-812cde10a272,,,,,,,,,,,,,,891,10748,157,281
70b89833-d843-4989-9239-ae0724481b1c,,,,,,,,,,,,,,527,24425,194,282
